split,id,question_tokens,context_tokens
train,4292,33,166630
train,4293,21,535797
train,4294,32,91399
train,4295,28,115371
train,4296,20,115371
train,4297,14,137486
train,4298,19,574851
train,4299,22,150259
train,4300,16,170477
train,4301,21,231791
train,4302,17,217914
train,4303,16,216446
train,4304,16,94255
train,4305,17,103694
train,4306,30,115975
train,4307,16,160130
train,4308,13,145371
train,4309,19,98509
train,4310,16,102291
train,4311,17,129812
train,4312,16,174185
train,4313,18,124839
train,4314,13,217914
train,4315,20,201944
train,4316,15,312951
train,4317,30,148548
train,4318,14,125297
train,4319,11,186201
train,4320,20,500130
train,4321,24,174289
train,4322,18,153221
train,4323,21,174667
train,4324,24,173651
train,4325,13,174667
train,4326,11,296023
train,4327,19,130510
train,4328,24,291809
train,4329,32,151332
train,4330,26,130132
train,4331,10,186201
train,4332,36,155639
train,4333,13,173651
train,4334,10,172537
train,4335,26,170477
train,4336,58,311490
train,4337,17,154323
train,4338,14,380826
train,4339,22,130132
train,4340,16,131703
train,4341,16,154125
train,4342,9,220177
train,4343,25,190115
train,4344,12,619510
train,4345,15,118903
train,4346,34,96832
train,4347,16,186325
train,4348,43,340944
train,4349,29,217687
train,4350,13,415396
train,4351,17,296023
train,4352,19,186656
train,4353,14,308276
train,4354,25,122105
train,4355,13,172471
train,4356,18,124246
train,4357,16,178991
train,4358,28,178262
train,4359,22,149077
train,4360,16,210551
train,4361,15,151332
train,4362,13,140754
train,4363,18,393264
train,4364,11,339755
train,4365,16,136333
train,4366,23,451440
train,4367,17,147711
train,4368,19,189414
train,4369,14,312951
train,4370,16,174667
train,4371,14,186656
train,4372,18,196258
train,4373,18,132173
train,4374,11,140823
train,4375,30,379100
train,4376,13,154465
train,4377,16,116216
train,4378,29,77661
train,4379,49,619510
train,4380,32,422047
train,4381,14,93089
train,4382,18,154182
train,4383,21,180788
train,4384,15,94255
train,4385,19,393264
train,4386,18,183869
train,4387,21,167571
train,4388,33,554192
train,4389,56,484238
train,4390,27,155639
train,4391,20,98509
train,4392,25,624886
train,4393,19,179036
train,4394,11,598903
train,4395,14,128995
train,4396,20,151259
train,4397,11,142270
train,4398,13,104235
train,4399,15,195211
train,4400,17,215711
train,4401,24,181614
train,4402,12,105542
train,4403,20,325757
train,4404,12,202694
train,4405,28,166630
train,4406,19,196913
train,4407,30,109058
train,4408,21,314900
train,4409,25,199474
train,4410,20,212595
train,4411,13,291809
train,4412,14,99007
train,4413,18,574851
train,4414,13,176385
train,4415,9,173651
train,4416,26,147643
train,4417,14,311490
train,4418,18,330935
train,4419,20,379100
train,4420,19,574851
train,4421,24,214920
train,4422,40,108984
train,4423,17,429393
train,4424,20,114523
train,4425,12,114523
train,4426,17,270152
train,4427,12,155764
train,4428,13,130041
train,4429,22,202694
train,4430,14,122646
train,4431,11,619510
train,4432,13,103690
train,4433,14,574851
train,4434,24,197457
train,4435,13,127889
train,4436,25,291809
train,4437,17,144102
train,4438,16,170477
train,4439,23,163698
train,4440,30,122646
train,4441,13,148353
train,4442,15,114608
train,4443,21,175384
train,4444,13,574851
train,4445,23,138212
train,4446,14,173651
train,4447,19,288105
train,4448,27,152329
train,4449,20,109058
train,4450,14,116216
train,4451,18,415396
train,4452,22,325757
train,4453,14,112857
train,4454,22,183113
train,4455,25,415396
train,4456,13,141333
train,4457,30,125291
train,4458,16,144575
train,4459,18,198768
train,4460,11,120177
train,4461,16,115371
train,4462,25,105542
train,4463,22,177004
train,4464,15,420845
train,4465,13,598903
train,4466,18,608592
train,4467,17,184680
train,4468,9,167267
train,4469,20,314900
train,4470,14,133017
train,4471,15,147643
train,4472,17,148333
train,4473,14,260485
train,4474,19,108204
train,4475,40,179005
train,4476,17,146021
train,4477,12,135452
train,4478,20,202414
train,4479,13,171701
train,4480,9,311878
train,4481,21,314900
train,4482,22,223714
train,4483,28,270007
train,4484,20,136333
train,4485,12,164715
train,4486,17,105542
train,4487,27,151806
train,4488,15,173227
train,4489,30,379100
train,4490,23,386682
train,4491,17,78966
train,4492,15,420845
train,4493,21,396888
train,4494,14,149422
train,4495,13,144424
train,4496,15,76284
train,4497,14,178991
train,4498,21,153843
train,4499,18,146848
train,4500,17,166630
train,4501,11,140823
train,4502,16,305702
train,4503,12,216446
train,4504,11,140401
train,4505,20,132451
train,4506,21,125690
train,4507,14,190164
train,4508,17,202694
train,4509,22,114746
train,4510,22,152329
train,4511,14,125690
train,4512,25,152329
train,4513,15,146550
train,4514,16,200624
train,4515,18,133440
train,4516,18,166630
train,4517,13,169333
train,4518,18,110599
train,4519,37,145163
train,4520,30,110599
train,4521,15,118413
train,4522,20,151259
train,4523,11,624886
train,4524,12,130750
train,4525,45,624886
train,4526,14,420845
train,4527,21,328164
train,4528,13,598903
train,4529,25,105542
train,4530,20,173254
train,4531,26,187649
train,4532,11,345690
train,4533,18,119808
train,4534,9,125291
train,4535,22,166764
train,4536,24,226462
train,4537,9,149077
train,4538,15,619012
train,4539,22,386682
train,4540,17,160727
train,4541,13,312951
train,4542,14,619510
train,4543,14,152329
train,4544,28,433127
train,4545,34,132064
train,4546,15,144089
train,4547,9,154303
train,4548,13,205642
train,4549,18,138285
train,4550,12,98183
train,4551,27,159017
train,4552,10,115266
train,4553,18,115325
train,4554,21,339755
train,4555,30,146535
train,4556,17,111731
train,4557,14,124246
train,4558,15,111731
train,4559,28,624886
train,4560,15,160130
train,4561,13,203264
train,4562,16,179219
train,4563,30,140465
train,4564,17,146021
train,4565,16,253838
train,4566,16,624886
train,4567,12,148290
train,4568,20,619012
train,4569,22,156371
train,4570,24,104426
train,4571,18,619510
train,4572,14,148290
train,4573,10,156339
train,4574,23,186656
train,4575,20,118903
train,4576,24,202414
train,4577,15,163808
train,4578,9,308276
train,4579,25,433127
train,4580,30,83611
train,4581,14,178991
train,4582,30,81624
train,4583,21,433127
train,4584,18,330935
train,4585,19,192243
train,4586,10,127896
train,4587,17,128995
train,4588,20,79121
train,4589,21,152453
train,4590,14,183113
train,4591,22,115975
train,4592,31,420845
train,4593,30,624886
train,4594,16,328164
train,4595,14,127896
train,4596,17,140498
train,4597,13,128995
train,4598,11,197302
train,4599,26,189577
train,4600,14,270152
train,4601,27,103955
train,4602,21,202414
train,4603,14,113782
train,4604,13,164715
train,4605,26,102718
train,4606,20,174185
train,4607,22,177004
train,4608,25,138285
train,4609,22,116216
train,4610,25,174289
train,4611,33,115681
train,4612,12,114523
train,4613,14,85605
train,4614,13,123160
train,4615,16,127896
train,4616,13,94114
train,4617,9,107707
train,4618,20,107379
train,4619,14,426647
train,4620,21,227366
train,4621,17,147921
train,4622,16,216446
train,4623,23,146550
train,4624,15,429393
train,4625,10,115388
train,4626,38,132064
train,4627,29,170477
train,4628,13,183620
train,4629,34,114608
train,4630,18,130750
train,4631,31,133565
train,4632,16,115388
train,4633,15,155645
train,4634,28,140739
train,4635,12,165361
train,4636,27,166630
train,4637,16,160130
train,4638,15,94114
train,4639,20,101587
train,4640,31,457669
train,4641,17,115321
train,4642,17,330935
train,4643,20,149993
train,4644,11,88252
train,4645,24,199241
train,4646,18,210288
train,4647,29,415396
train,4648,11,288105
train,4649,15,94114
train,4650,14,176385
train,4651,7,162531
train,4652,14,94114
train,4653,12,311490
train,4654,23,139005
train,4655,22,159913
train,4656,16,233610
train,4657,15,112912
train,4658,14,140498
train,4659,18,86507
train,4660,13,122105
train,4661,16,314900
train,4662,25,619510
train,4663,19,111731
train,4664,11,166630
train,4665,13,377403
train,4666,24,197457
train,4667,41,311490
train,4668,15,178613
train,4669,26,218403
train,4670,25,183620
train,4671,16,160320
train,4672,15,312951
train,4673,18,457669
train,4674,15,420845
train,4675,17,108178
train,4676,22,183715
train,4677,21,396888
train,4678,23,311878
train,4679,16,108178
train,4680,15,137486
train,4681,17,140462
train,4682,19,574851
train,4683,23,429393
train,4684,23,201944
train,4685,28,155645
train,4686,18,426647
train,4687,17,156568
train,4688,18,116759
train,4689,22,183113
train,4690,12,132422
train,4691,20,120177
train,4692,17,156192
train,4693,19,150546
train,4694,22,457669
train,4695,14,264270
train,4696,14,152453
train,4697,24,171701
train,4698,21,227366
train,4699,30,199241
train,4700,37,314900
train,4701,20,270152
train,4702,19,433127
train,4703,22,120177
train,4704,21,339755
train,4705,19,118347
train,4706,25,116983
train,4707,18,205520
train,4708,12,118413
train,4709,36,139945
train,4710,18,146642
train,4711,18,142122
train,4712,33,339755
train,4713,12,165361
train,4714,14,156087
train,4715,14,90585
train,4716,20,140739
train,4717,14,426647
train,4718,13,148231
train,4719,15,210288
train,4720,18,144411
train,4721,32,155645
train,4722,20,195208
train,4723,9,178215
train,4724,19,122520
train,4725,26,151332
train,4726,34,177004
train,4727,14,110599
train,4728,32,176922
train,4729,22,205176
train,4730,8,111663
train,4731,21,56535
train,4732,13,574851
train,4733,18,429393
train,4734,19,184886
train,4735,22,291809
train,4736,12,90732
train,4737,29,94114
train,4738,20,125291
train,4739,16,139816
train,4740,25,199241
train,4741,19,91361
train,4742,17,624886
train,4743,15,159913
train,4744,15,174289
train,4745,14,221122
train,4746,18,288105
train,4747,28,140498
train,4748,24,166630
train,4749,10,151332
train,4750,14,113575
train,4751,33,83611
train,4752,11,82187
train,4753,41,79121
train,4754,11,311490
train,4755,13,619510
train,4756,16,108172
train,4757,21,296023
train,4758,23,91361
train,4759,27,140138
train,4760,23,469639
train,4761,30,151806
train,4762,27,379100
train,4763,19,105542
train,4764,17,159913
train,4765,19,130132
train,4766,29,134529
train,4767,15,151806
train,4768,17,140498
train,4769,13,192243
train,4770,13,466112
train,4771,19,598903
train,4772,8,125291
train,4773,22,217914
train,4774,14,116565
train,4775,10,171687
train,4776,18,155764
train,4777,16,116983
train,4778,10,84841
train,4779,14,160114
train,4780,14,160161
train,4781,20,574851
train,4782,24,270152
train,4783,15,115321
train,4784,17,554192
train,4785,26,420845
train,4786,20,311490
train,4787,25,624886
train,4788,20,212595
train,4789,12,176410
train,4790,15,223714
train,4791,17,144424
train,4792,34,154167
train,4793,22,484238
train,4794,16,144102
train,4795,23,156192
train,4796,10,183869
train,4797,13,115371
train,4798,17,161970
train,4799,20,200824
train,4800,21,148975
train,4801,21,130132
train,4802,15,451440
train,4803,17,199474
train,4804,25,200624
train,4805,34,163260
train,4806,15,126633
train,4807,25,140138
train,4808,29,153161
train,4809,15,502537
train,4810,16,197302
train,4811,14,283811
train,4812,20,179284
train,4813,12,345690
train,4814,22,619510
train,4815,27,130284
train,4816,15,302342
train,4817,20,125297
train,4818,28,624886
train,4819,13,176922
train,4820,12,140401
train,4821,15,624886
train,4822,15,79690
train,4823,10,160130
train,4824,15,207472
train,4825,37,154167
train,4826,16,619510
train,4827,22,144089
train,4828,30,140465
train,4829,20,129418
train,4830,23,484238
train,4831,21,212443
train,4832,13,94114
train,4833,14,56535
train,4834,19,199241
train,4835,12,157258
train,4836,16,231791
train,4837,13,176460
train,4838,13,154182
train,4839,13,192243
train,4840,12,202694
train,4841,8,129812
train,4842,33,147921
train,4843,24,311878
train,4844,20,270007
train,4845,14,193801
train,4846,23,173281
train,4847,15,554192
train,4848,12,185883
train,4849,30,216446
train,4850,17,102702
train,4851,14,186656
train,4852,17,216446
train,4853,31,155764
train,4854,8,199241
train,4855,20,106848
train,4856,16,185538
train,4857,14,168244
train,4858,19,165361
train,4859,20,122520
train,4860,14,190889
train,4861,22,429393
train,4862,17,500644
train,4863,38,145163
train,4864,21,319837
train,4865,29,429393
train,4866,27,115975
train,4867,17,120121
train,4868,15,200434
train,4869,19,426647
train,4870,20,311369
train,4871,9,227546
train,4872,15,171369
train,4873,14,415396
train,4874,38,420845
train,4875,17,199474
train,4876,20,161833
train,4877,16,178262
train,4878,13,199241
train,4879,12,156568
train,4880,18,202694
train,4881,17,192243
train,4882,23,270007
train,4883,20,170477
train,4884,16,88806
train,4885,14,101583
train,4886,24,175384
train,4887,28,423781
train,4888,12,159913
train,4889,17,126350
train,4890,17,154182
train,4891,17,415396
train,4892,17,343678
train,4893,14,99422
train,4894,21,135452
train,4895,15,116565
train,4896,24,599477
train,4897,19,111731
train,4898,15,176385
train,4899,22,179639
train,4900,26,202694
train,4901,14,325757
train,4902,17,598903
train,4903,23,574851
train,4904,13,429393
train,4905,15,195211
train,4906,14,147643
train,4907,16,156192
train,4908,11,330935
train,4909,12,140739
train,4910,18,216446
train,4911,23,156192
train,4912,23,302342
train,4913,20,153221
train,4914,15,140498
train,4915,13,203264
train,4916,13,343678
train,4917,12,221122
train,4918,17,112912
train,4919,20,186201
train,4920,15,103694
train,4921,11,339755
train,4922,9,288105
train,4923,14,154182
train,4924,23,574851
train,4925,13,144411
train,4926,12,193178
train,4927,14,147369
train,4928,32,196258
train,4929,16,202414
train,4930,16,149047
train,4931,21,120439
train,4932,18,110233
train,4933,17,130510
train,4934,22,156192
train,4935,13,146550
train,4936,33,426647
train,4937,38,202694
train,4938,17,111663
train,4939,31,203750
train,4940,13,100720
train,4941,26,105335
train,4942,15,183113
train,4943,17,124839
train,4944,16,171867
train,4945,12,189896
train,4946,23,196563
train,4947,24,598903
train,4948,19,126358
train,4949,21,107379
train,4950,26,374825
train,4951,19,379100
train,4952,12,221122
train,4953,15,598903
train,4954,15,117280
train,4955,19,190115
train,4956,10,207985
train,4957,26,115975
train,4958,18,619510
train,4959,12,134640
train,4960,16,177129
train,4961,28,196258
train,4962,15,134487
train,4963,14,186201
train,4964,13,186201
train,4965,14,140462
train,4966,20,160114
train,4967,17,111617
train,4968,32,134669
train,4969,20,178991
train,4970,17,386682
train,4971,24,500130
train,4972,20,284083
train,4973,20,224862
train,4974,22,156339
train,4975,10,126350
train,4976,13,212595
train,4977,16,133558
train,4978,24,125297
train,4979,19,327566
train,4980,10,598903
train,4981,25,146550
train,4982,20,500130
train,4983,13,125297
train,4984,21,386682
train,4985,33,311490
train,4986,13,420845
train,4987,18,200434
train,4988,22,183113
train,4989,21,131703
train,4990,14,426647
train,4991,25,194562
train,4992,21,131703
train,4993,42,423781
train,4994,14,114639
train,4995,19,102718
train,4996,9,90732
train,4997,38,624886
train,4998,67,149379
train,4999,18,429393
train,5000,13,139037
train,5001,17,185538
train,5002,21,339755
train,5003,13,140138
train,5004,15,216446
train,5005,23,451440
train,5006,18,212859
train,5007,19,183715
train,5008,19,154167
train,5009,19,574851
train,5010,25,203750
train,5011,17,126350
train,5012,16,222172
train,5013,28,426647
train,5014,19,202694
train,5015,32,619510
train,5016,14,386682
train,5017,17,281193
train,5018,29,80552
train,5019,22,195211
train,5020,25,124262
train,5021,11,141333
train,5022,21,308276
train,5023,13,212443
train,5024,20,396888
train,5025,14,365390
train,5026,23,311490
train,5027,27,185515
train,5028,26,82754
train,5029,25,170788
train,5030,12,328164
train,5031,12,113782
train,5032,15,155764
train,5033,11,155645
train,5034,16,171201
train,5035,17,186201
train,5036,20,345690
train,5037,22,173651
train,5038,15,574851
train,5039,14,379100
train,5040,15,114523
train,5041,32,339755
train,5042,19,169333
train,5043,35,115681
train,5044,16,151806
train,5045,16,146535
train,5046,26,312951
train,5047,18,429393
train,5048,18,420845
train,5049,17,267775
train,5050,15,181614
train,5051,9,335188
train,5052,10,227546
train,5053,6,108178
train,5054,17,574851
train,5055,18,190164
train,5056,14,163260
train,5057,30,121321
train,5058,35,153843
train,5059,18,343678
train,5060,24,136333
train,5061,24,433127
train,5062,20,466112
train,5063,14,151885
train,5064,19,155639
train,5065,14,156371
train,5066,30,115601
train,5067,20,132451
train,5068,14,115388
train,5069,16,153843
train,5070,13,314900
train,5071,16,147677
train,5072,17,124601
train,5073,27,423781
train,5074,15,345690
train,5075,13,146642
train,5076,14,91399
train,5077,21,130750
train,5078,21,380826
train,5079,12,132880
train,5080,15,126350
train,5081,13,619510
train,5082,16,422047
train,5083,15,176922
train,5084,21,116216
train,5085,16,115975
train,5086,13,116216
train,5087,21,288105
train,5088,19,153843
train,5089,25,328164
train,5090,20,288105
train,5091,19,94255
train,5092,21,218403
train,5093,19,202694
train,5094,20,163698
train,5095,17,146021
train,5096,18,133097
train,5097,14,190889
train,5098,13,88806
train,5099,9,151332
train,5100,12,426647
train,5101,22,284083
train,5102,16,115681
train,5103,28,186492
train,5104,28,85463
train,5105,14,215711
train,5106,20,224958
train,5107,8,74077
train,5108,19,165361
train,5109,15,54743
train,5110,13,153161
train,5111,29,170477
train,5112,36,215711
train,5113,35,426647
train,5114,23,163517
train,5115,17,624886
train,5116,13,118347
train,5117,14,189414
train,5118,29,151173
train,5119,21,118765
train,5120,10,619510
train,5121,17,132880
train,5122,28,128995
train,5123,19,140401
train,5124,21,154229
train,5125,10,190164
train,5126,21,115601
train,5127,17,195208
train,5128,26,574851
train,5129,19,423781
train,5130,10,152448
train,5131,15,500644
train,5132,13,183113
train,5133,19,624886
train,5134,15,156568
train,5135,29,115972
train,5136,26,384927
train,5137,30,211062
train,5138,14,202694
train,5139,20,433127
train,5140,12,281193
train,5141,28,103694
train,5142,17,115371
train,5143,14,78966
train,5144,22,93089
train,5145,8,129812
train,5146,15,227546
train,5147,12,433127
train,5148,22,186201
train,5149,20,127896
train,5150,14,128119
train,5151,16,104524
train,5152,19,130132
train,5153,12,203750
train,5154,22,619510
train,5155,18,574851
train,5156,19,429393
train,5157,13,185538
train,5158,18,244721
train,5159,16,207472
train,5160,22,114746
train,5161,13,311490
train,5162,13,125291
train,5163,24,103690
train,5164,15,217043
train,5165,19,169333
train,5166,15,91399
train,5167,14,183869
train,5168,16,156371
train,5169,12,183620
train,5170,21,202694
train,5171,23,345690
train,5172,13,608592
train,5173,9,108178
train,5174,13,137486
train,5175,16,111663
train,5176,13,149215
train,5177,17,173669
train,5178,30,105542
train,5179,14,223714
train,5180,18,195211
train,5181,13,108178
train,5182,18,149627
train,5183,24,179639
train,5184,12,154229
train,5185,13,115388
train,5186,17,194562
train,5187,14,115371
train,5188,29,141186
train,5189,21,154337
train,5190,20,211062
train,5191,12,150259
train,5192,15,208422
train,5193,15,115016
train,5194,13,115821
train,5195,19,142002
train,5196,18,179639
train,5197,26,211062
train,5198,17,104426
train,5199,10,141186
train,5200,11,115388
train,5201,28,147643
train,5202,21,187649
train,5203,19,149683
train,5204,19,114642
train,5205,16,111853
train,5206,14,104669
train,5207,16,150259
train,5208,20,140823
train,5209,21,199474
train,5210,22,139005
train,5211,11,115388
train,5212,21,130724
train,5213,24,146848
train,5214,11,122646
train,5215,17,158428
train,5216,28,196563
train,5217,15,158428
train,5218,19,133440
train,5219,21,158428
train,5220,13,217687
train,5221,14,115016
train,5222,17,115046
train,5223,17,147643
train,5224,16,130510
train,5225,13,167713
train,5226,13,140823
train,5227,12,115016
train,5228,14,199474
train,5229,18,122646
train,5230,16,115975
train,5231,28,179639
train,5232,16,199474
train,5233,27,115016
train,5234,20,154167
train,5235,11,211926
train,5236,13,167713
train,5237,19,94255
train,5238,18,117280
train,5239,13,208422
train,5240,10,158428
train,5241,23,211062
train,5242,12,149978
train,5243,17,154229
train,5244,13,108178
train,5245,46,202403
train,5246,16,94255
train,5247,17,117280
train,5248,17,123160
train,5249,24,179219
train,5250,8,154167
train,5251,15,104426
train,5252,9,146848
train,5253,13,115371
train,5254,15,114865
train,5255,18,194562
train,5256,14,115046
train,5257,15,158428
train,5258,22,108178
train,5259,26,144102
train,5260,21,224958
train,5261,11,128348
train,5262,13,99422
train,5263,14,158428
train,5264,25,173158
train,5265,20,110233
train,5266,30,150259
train,5267,26,139816
train,5268,22,217687
train,5269,15,146848
train,5270,15,115388
train,5271,20,119469
train,5272,16,224958
train,5273,10,146848
train,5274,14,131550
train,5275,16,134669
train,5276,17,115388
train,5277,17,224958
train,5278,9,144102
train,5279,26,199496
train,5280,11,147949
train,5281,16,115975
train,5282,9,154167
train,5283,13,140823
train,5284,16,206826
train,5285,19,110233
train,5286,14,110233
train,5287,21,96832
train,5288,20,194562
train,5289,19,117280
train,5290,16,115975
train,5291,19,119932
train,5292,11,108178
train,5293,20,211062
train,5294,15,130510
train,5295,11,116216
train,5296,13,129929
train,5297,21,150259
train,5298,27,251490
train,5299,12,154229
train,5300,21,123160
train,5301,11,115016
train,5302,21,108178
train,5303,18,147643
train,5304,23,187649
train,5305,15,149627
train,5306,22,117280
train,5307,14,94255
train,5308,11,108178
train,5309,21,122646
train,5310,14,115371
train,5311,12,115821
train,5312,23,193801
train,5313,14,83611
train,5314,9,144102
train,5315,17,206826
train,5316,10,116216
train,5317,9,141186
train,5318,15,117280
train,5319,16,140823
train,5320,15,154337
train,5321,20,149047
train,5322,13,115371
train,5323,12,116216
train,5324,9,150259
train,5325,27,146535
train,5326,16,115371
train,5327,27,160212
train,5328,12,104669
train,5329,21,96832
train,5330,7,154167
train,5331,8,150259
train,5332,15,115975
train,5333,15,130019
train,5334,15,124601
train,5335,20,122680
train,5336,17,140823
train,5337,45,154229
train,5338,15,139983
train,5339,15,108172
train,5340,13,112912
train,5341,13,94255
train,5342,11,108178
train,5343,14,171867
train,5344,11,122646
train,5345,17,154229
train,5346,21,224958
train,5347,9,146535
train,5348,11,160212
train,5349,10,115975
train,5350,15,131550
train,5351,31,149683
train,5352,14,116216
train,5353,24,154167
train,5354,18,224958
train,5355,27,200434
train,5356,26,154229
train,5357,16,115975
train,5358,16,224958
train,5359,14,115371
train,5360,11,110233
train,5361,17,207472
train,5362,25,166764
train,5363,11,124601
train,5364,12,101098
train,5365,22,200434
train,5366,24,111515
train,5367,16,133440
train,5368,12,104669
train,5369,9,199496
train,5370,13,119469
train,5371,16,123160
train,5372,15,154337
train,5373,14,115388
train,5374,14,115016
train,5375,23,202550
train,5376,25,115821
train,5377,27,94255
train,5378,12,115975
train,5379,11,116216
train,5380,16,122646
train,5381,21,144102
train,5382,17,117280
train,5383,9,136397
train,5384,25,150259
train,5385,20,123787
train,5386,17,146848
train,5387,18,171867
train,5388,11,150259
train,5389,14,179219
train,5390,21,199474
train,5391,25,211926
train,5392,17,141294
train,5393,15,94255
train,5394,16,131874
train,5395,17,116216
train,5396,15,117280
train,5397,16,207472
train,5398,13,114865
train,5399,29,136954
train,5400,20,211062
train,5401,16,154167
train,5402,17,117280
train,5403,15,115388
train,5404,14,154167
train,5405,14,199496
train,5406,14,116216
train,5407,14,196563
train,5408,23,142002
train,5409,32,111515
train,5410,15,124601
train,5411,21,115388
train,5412,14,117280
train,5413,11,146535
train,5414,14,119469
train,5415,14,112912
train,5416,12,104426
train,5417,11,108178
train,5418,13,196563
train,5419,19,94255
train,5420,17,102718
train,5421,18,147643
train,5422,11,108178
train,5423,18,126588
train,5424,14,133440
train,5425,22,146535
train,5426,7,154167
train,5427,15,200434
train,5428,12,136397
train,5429,11,122646
train,5430,14,108178
train,5431,16,131874
train,5432,23,149047
train,5433,19,141308
train,5434,22,105231
train,5435,17,194562
train,5436,23,128348
train,5437,34,133440
train,5438,15,101098
train,5439,27,94255
train,5440,15,86582
train,5441,19,150259
train,5442,14,202403
train,5443,11,173158
train,5444,11,199474
train,5445,28,146535
train,5446,14,116216
train,5447,24,114642
train,5448,14,126358
train,5449,17,193801
train,5450,23,140823
train,5451,32,154229
train,5452,21,154337
train,5453,10,122646
train,5454,14,154229
train,5455,13,136397
train,5456,16,149047
train,5457,12,130510
train,5458,20,115975
train,5459,27,149047
train,5460,15,115975
train,5461,26,86582
train,5462,15,115975
train,5463,21,122646
train,5464,10,133136
train,5465,22,126588
train,5466,13,115016
train,5467,11,171867
train,5468,28,147643
train,5469,12,154229
train,5470,14,116216
train,5471,19,173158
train,5472,16,166764
train,5473,12,144102
train,5474,15,115371
train,5475,19,199496
train,5476,14,116580
train,5477,27,123787
train,5478,14,115388
train,5479,11,149627
train,5480,14,117280
train,5481,29,166764
train,5482,16,94255
train,5483,15,136681
train,5484,12,116216
train,5485,23,170788
train,5486,18,94255
train,5487,13,154229
train,5488,9,144102
train,5489,11,115016
train,5490,21,133440
train,5491,14,144102
train,5492,17,196563
train,5493,8,146535
train,5494,13,141186
train,5495,10,158428
train,5496,18,194562
train,5497,13,208422
train,5498,17,206826
train,5499,12,101098
train,5500,13,99422
train,5501,15,111853
train,5502,17,144102
train,5503,25,202403
train,5504,15,115371
train,5505,9,119469
train,5506,19,102503
train,5507,14,116216
train,5508,11,111853
train,5509,14,115371
train,5510,17,201944
train,5511,12,146642
train,5512,14,94255
train,5513,26,116580
train,5514,12,154337
train,5515,11,124262
train,5516,15,115388
train,5517,13,196563
train,5518,12,115016
train,5519,14,158428
train,5520,15,136418
train,5521,13,94255
train,5522,16,147643
train,5523,18,146848
train,5524,13,130019
train,5525,16,202550
train,5526,24,96832
train,5527,16,130019
train,5528,11,126358
train,5529,17,119932
train,5530,14,108178
train,5531,11,116216
train,5532,11,122646
train,5533,12,115388
train,5534,14,115975
train,5535,16,136954
train,5536,14,110233
train,5537,13,146535
train,5538,16,108172
train,5539,25,166764
train,5540,13,115371
train,5541,16,126358
train,5542,14,131550
train,5543,20,146848
train,5544,25,141186
train,5545,23,217687
train,5546,34,132513
train,5547,31,139816
train,5548,12,146642
train,5549,16,115975
train,5550,15,129929
train,5551,17,115975
train,5552,19,115975
train,5553,16,199474
train,5554,17,127698
train,5555,18,108172
train,5556,14,115975
train,5557,22,144089
train,5558,11,116216
train,5559,14,144102
train,5560,13,126358
train,5561,10,154167
train,5562,11,154167
train,5563,10,141186
train,5564,14,158428
train,5565,13,105231
train,5566,15,94255
train,5567,23,114642
train,5568,16,142281
train,5569,14,136681
train,5570,13,140823
train,5571,16,199496
train,5572,17,102718
train,5573,28,142002
train,5574,13,117280
train,5575,27,146535
train,5576,13,178613
train,5577,33,154229
train,5578,25,115821
train,5579,11,141186
train,5580,19,149627
train,5581,29,199496
train,5582,15,154337
train,5583,23,202550
train,5584,54,199496
train,5585,18,206826
train,5586,18,158428
train,5587,10,199496
train,5588,16,115371
train,5589,35,264270
train,5590,8,149047
train,5591,12,171496
train,5592,15,154167
train,5593,70,200434
train,5594,11,207472
train,5595,13,130019
train,5596,17,114066
train,5597,16,196563
train,5598,13,115371
train,5599,15,115975
train,5600,14,196563
train,5601,21,140823
train,5602,13,122646
train,5603,14,124601
train,5604,23,119932
train,5605,13,130724
train,5606,12,147949
train,5607,16,116580
train,5608,15,131550
train,5609,22,140823
train,5610,16,147949
train,5611,21,150259
train,5612,22,101098
train,5613,18,122646
train,5614,16,202403
train,5615,30,146535
train,5616,26,141186
train,5617,24,123160
train,5618,22,154229
train,5619,16,224958
train,5620,14,123160
train,5621,15,136397
train,5622,15,116216
train,5623,18,104527
train,5624,14,117280
train,5625,23,101098
train,5626,16,199496
train,5627,16,115975
train,5628,15,115388
train,5629,28,141186
train,5630,11,116216
train,5631,16,140823
train,5632,14,82117
train,5633,14,202550
train,5634,20,194562
train,5635,16,108172
train,5636,23,224958
train,5637,17,166764
train,5638,24,116580
train,5639,12,146848
train,5640,13,154229
train,5641,18,158428
train,5642,13,133017
train,5643,14,200434
train,5644,18,238084
train,5645,9,146848
train,5646,12,115016
train,5647,18,150259
train,5648,19,211062
train,5649,22,154229
train,5650,19,144102
train,5651,19,196563
train,5652,24,146535
train,5653,21,127698
train,5654,15,251490
train,5655,26,133440
train,5656,11,116216
train,5657,15,154337
train,5658,21,123160
train,5659,29,136954
train,5660,15,136397
train,5661,11,108178
train,5662,16,193801
train,5663,12,102503
train,5664,15,134640
train,5665,16,115388
train,5666,13,122646
train,5667,14,115975
train,5668,22,108172
train,5669,16,166764
train,5670,14,199496
train,5671,17,142002
train,5672,19,149047
train,5673,24,171496
train,5674,12,115016
train,5675,33,119932
train,5676,14,110233
train,5677,11,115016
train,5678,24,193801
train,5679,16,179639
train,5680,8,201944
train,5681,18,94255
train,5682,14,115975
train,5683,13,115371
train,5684,22,200434
train,5685,23,187649
train,5686,19,146848
train,5687,7,154229
train,5688,20,199496
train,5689,22,114865
